Study,ParentGen,MaritalStat,StudentGen,RaceEthnic,EngYesNo,EdLevel,NumChild,FirstPCExp,HowInvolved,YearInSchool,NCompHome,InernetType,PrimaryEDevice,TechAAvWeb,TechWebAccessRDA,TechWebAccessTF,TechWebAccessFA,TechSAAWeb,TechEmail,TechBooks,TechCLabs,TechInternetResHall,TechWireless,TechLibrary,TechUnivLaptop,TechFacultyEmail,TechAcademicContentWeb,TechAAEmail,RankTechAAvWeb,RankTechWebAccessRDA,RankTechWebAccessTF,RankTechWebAccessFA,RankTechSAAWeb,RankTechEmail,RankTechBooks,RankTechCLabs,RankTechInternetResHall,RankTechWireless,RankTechLibrary,RankTechUnivLaptop,RankTechFacultyEmail,RankTechAcademicContentWeb,RankTechAAEmail,ATLDiscuss,ATLPresent,ATLOutperform,ATLGroupProject,ATLOnline,ATLCommunityService,ATLInternetResearch,ATLWebAssign,ATLMoreIT,ATLFeedback,RANKATLDiscuss,RANKATLPresent,RANKATLOutperform,RANKATLGroupProject,RANKATLOnline,RANKATLCommunityService,RANKATLInternetResearch,RANKATLWebAssign,RANKATLMoreIT,RANKATLFeedback,OCLResponsible,OCLClubs,OCLAdditionalAA,OCLInternships,OCLRaceCulture,OCLServeVolunteer,OCLArea,OCLRemedialDisibility,OCLAccessTutorASupport,OCLSocialGroup,OCLPracticumIntern,OCLCareerCounsel,OCLMorals,RANKOCLResponsible,RANKOCLClubs,RANKAAdvise,RANKOCLInternships,RANKOCLRaceCulture,RANKOCLServeVolunteer,RANKOCLArea,RANKOCLRemedialDisibility,RANKOCLAccessTutorASupport,RANKOCLSocialGroup,RANKOCLPracticumIntern,RANKOCLCareerCounsel,RANKOCLMorals,CFContactAA,CFMajorAA,CFKnownByF,CFKnownByInstructor,CFFairTreatment,CFAccessOutOfClass,CFGiveFeedback,CFAdditionalTutoring,CFFOrTA,RANKCFContactAA,RANKCFMajorAA,RANKCFKnownByF,RANKCFKnownByInstructor,RANKCFFairTreatment,RANKCFAccessOutOfClass,RANKCFGiveFeedback,RANKCFAdditionalTutoring,RANKCFFOrTA,CUCWProgram,CUCLeadership,CUCUnique,CUCOrientation,CUCParentSupChallenge,CUCHealth,CUCComOthers,CUCRAFriend,CUCFaith,CUCCounseling,RANKCUCWProgram,RANKCUCLeadership,RANKCUCUnique,RANKCUCOrientation,RANKCUCParentSupChallenge,RANKCUCHealth,RANCUCComOthers,RANKCUCRAFriend,RANKCUCFaith,RANKCUCCounseling,BPPNotifyASuccess,BPPCheat,BPP24CallRet,BPPSecure,BPPMDProgress,BPPDicipline,BPPAATutorMentor,BPPIllegalSub,BPPOrientInvolve,BPPCounseling,BPPIllegalDrink,RANKBPPNotifyASuccess,RANKBPPCheat,RANKBPP24CallRet,RANKBPPSecure,RANKBPPMDProgress,RANKBPPDicipline,RANKBPPAATutorMentor,RANKBPPIllegalSub,RANKBPPOrientInvolve,RANKBPPCounseling,RANKBPPIllegalDrink,GrantAidYesNo,GrantAidAMT,FamAssetSavingsStock,FamAssetRealEstate,FamAsset529Plan,FamAssetPrePay,FamAssetRetire,PBorrowHEquity,PBorrowPLUS,PBorrowPrivate,PBorrowRelativeFriend,PBorrowRetirePlan,PBorrowOther,CPIJob,CPI2ndJob,CPIEmplBenefits,FamilyIncome2013BTax
1,1,3,1,3,1,5,2,1,1,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,3,2,2,1,,,1,,,,,,1,,,,,,,2,2,2,3,2,2,2,2,2,2,,,,,,,,,1,1,1,2,2,2,2,,2,2,2,2,2,2,2,1,,,1,,,,,,,,,,2,2,2,2,2,2,2,2,3,1,1,,,,,,,,2,2,2,3,2,2,2,3,3,2,,,,,,1,,,,1,3,2,3,2,3,2,2,2,3,2,3,,,,1,,1,,,,,,1,3,1,1,2,1,1,1,1,4,1,1,1,1,1,1,5
1,1,3,1,3,1,4,3,1,1,3,1,3,1,1,1,1,1,1,1,,2,1,1,1,3,1,1,1,,,1,,,,1,,,,,,,,,1,2,2,2,2,2,2,2,2,2,,,,1,,1,,,,,1,1,,2,2,2,2,2,2,2,,,1,,,,1,,,,,,,,1,,1,1,1,1,1,3,2,2,2,,,,,1,,,,1,1,2,2,2,2,1,1,2,1,1,,,,1,,,,,,1,1,1,1,1,1,1,1,,1,1,1,,,,1,,1,,,,,,1,5,4,1,1,1,1,1,3,1,1,1,1,4,4,1,3
1,2,3,1,,1,6,4,2,2,3,3,3,1,3,3,1,1,3,3,2,4,1,3,3,4,2,3,2,,,1,,,,,,1,,,,,,,2,2,2,4,4,3,4,4,2,1,,,,,,,,,1,1,3,2,1,2,3,2,3,2,3,2,3,2,3,,,1,,,,,,,,,1,,2,2,2,3,1,2,2,3,3,,,1,,1,,,,,2,2,3,2,3,3,2,3,5,2,1,,,,,,,,,1,3,2,3,1,3,1,2,3,2,2,3,,,,1,,1,,,,,,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,8
2,1,3,2,3,1,6,2,1,1,3,3,3,1,2,1,1,1,2,2,2,1,3,1,1,5,1,1,1,,1,,,,,,,,1,,,,,,1,1,1,3,3,3,1,1,1,1,,,1,,,,,,1,,,,1,1,2,4,4,5,1,2,1,1,3,,,,1,,,,,1,,,,,2,2,1,2,1,2,3,2,1,,,,,1,,,,1,2,2,2,2,5,1,2,3,2,2,,,,,,1,,,1,,3,2,2,1,3,1,2,2,2,2,2,,,,1,,1,,,,,,2,1,3,1,4,1,1,1,1,1,1,1,1,2,1,1,7
1,1,2,1,3,1,2,3,1,1,,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,,,,,1,,,,,1,,,,,,2,1,1,3,3,2,1,3,1,1,,,,,,,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,,,,,,,,,3,1,3,3,1,3,1,2,1,,1,,,1,,,,,1,2,1,1,1,1,1,1,1,1,,,1,,,,1,,,,2,1,2,1,2,1,1,1,1,1,1,,,,1,,1,,,,,,1,3,1,1,1,1,1,1,3,1,1,1,1,2,2,1,2
1,1,3,2,3,1,7,,1,1,3,3,2,1,1,1,1,1,1,1,2,2,1,1,1,3,2,1,2,,,,,1,,,,,1,,,,,,2,1,2,2,2,2,1,1,1,1,,,,,,,,,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,,,1,1,,,,,,,,,,1,1,1,1,1,2,2,2,1,1,,,,,,,,1,2,2,1,2,2,2,1,2,2,1,,1,,,,,1,,,,2,1,2,1,1,1,1,1,2,1,1,,,,1,,1,,,,,,1,4,4,1,1,1,1,1,1,1,1,1,,4,,,8
1,1,3,1,3,1,4,2,1,1,,3,2,2,2,1,1,1,1,1,1,2,1,1,2,2,1,2,1,,,,,1,,,,,1,,,,,,3,2,2,3,3,2,2,2,1,2,,,,,,1,,,1,,2,2,2,1,3,1,1,2,2,2,1,1,1,,,,1,,,,,,,1,,,3,2,3,3,2,3,2,2,2,,,,,,,,1,1,2,2,2,2,3,2,2,2,3,2,,,,1,,1,,,,,2,1,2,1,1,2,2,1,2,2,3,,,,1,,1,,,,,,1,4,,,,,,,4,,,,,,,,3
1,1,2,1,3,1,5,2,2,3,3,2,3,1,2,1,1,1,2,1,1,2,1,1,1,5,1,2,2,,,,,,,,,1,1,,,,,,2,1,2,,3,2,1,2,1,1,,,,,,,,,1,1,2,2,1,1,1,1,2,2,2,2,3,1,2,,,,1,,,,,,,,1,,2,2,2,2,1,2,2,2,1,,,1,,1,,,,,1,3,2,1,3,2,2,2,2,1,,,,1,,1,,,,,5,5,4,1,5,1,2,2,3,2,2,,,,1,,1,,,,,,1,3,1,1,1,1,1,1,4,1,1,1,1,2,1,1,4
2,1,4,2,2,1,5,1,1,2,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,,,,,,,,,,1,,,1,,,1,2,1,3,3,2,2,2,1,1,1,,1,,,,,,,,1,2,1,2,1,2,2,1,1,2,2,1,3,,,1,,,,,,,,,1,,1,1,2,2,1,2,2,2,1,1,1,,,,,,,,2,2,2,2,3,2,2,2,3,2,,,,1,,1,,,,,2,1,2,1,2,1,1,2,2,1,2,,,,1,,1,,,,,,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
2,1,2,1,3,1,3,1,1,3,4,1,3,1,2,2,2,2,3,5,5,2,3,5,3,5,3,2,3,,,,,,,1,,,,,,,,1,4,3,5,5,5,5,3,3,2,1,1,,,,,,,,,1,5,2,2,2,2,2,2,2,2,,2,2,5,,,1,,,,,,1,,,,,3,4,4,4,2,4,4,3,2,,,,,1,,1,,,2,2,2,2,3,2,3,2,3,2,1,,,,,1,,,,,3,2,3,1,2,2,2,2,2,2,2,,,,1,,1,,,,,,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
1,1,3,2,3,1,6,5,2,1,3,3,3,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,,,1,,,,,,,1,,,,,,2,2,2,5,3,2,2,2,1,2,,,,,,,1,,1,,2,2,1,1,2,2,1,2,2,1,2,1,2,,,,1,,,,,,,,1,,1,1,1,1,1,1,1,1,2,,1,,1,,,,,,1,1,2,2,2,1,2,2,3,3,1,,,,,1,,,,,2,2,2,1,3,2,2,1,3,3,2,,,,1,,1,,,,,,1,8,4,1,1,1,1,1,1,1,1,1,1,4,1,1,3
1,1,3,1,3,1,4,5,2,2,2,,3,1,4,2,2,2,2,2,2,1,1,1,1,2,1,2,,,,,,,,,,1,,,,1,,,2,4,2,2,4,2,1,1,1,1,,,,,,,1,,1,,1,2,1,2,2,1,2,2,1,2,2,2,1,,,,,,,,,1,,,,1,1,2,1,2,1,2,2,2,3,1,,1,,,,,,,1,2,1,2,1,1,2,1,1,2,,,1,,1,,,,,,2,2,2,1,2,2,2,1,2,2,1,,,,1,,1,,,,,,2,1,,,,,,,,,,,,,,,4
1,2,3,1,3,1,3,2,1,1,2,3,4,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,,,,,,,,,,,,,1,,1,1,2,1,2,2,1,1,2,1,1,,,1,,,,,,1,,1,1,1,3,2,1,1,1,1,1,1,1,1,,,,,,,1,,,,,1,,1,1,1,1,1,1,1,1,2,,,1,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,,,,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,,,,1,,1,,,,,,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,10
2,1,1,1,5,1,3,3,1,1,3,3,4,1,2,1,1,2,3,2,3,3,1,1,3,3,1,1,1,,1,,,,,,,,1,,,,,,1,1,1,4,3,3,2,3,1,1,1,,1,,,,,,,,1,1,1,1,5,3,2,1,1,2,3,1,1,,,1,1,,,,,,,,,,2,1,1,1,1,2,2,1,1,,,1,,,,,,1,1,1,1,1,1,1,1,1,4,2,,1,,1,,,,,,,2,1,1,1,1,1,1,1,1,1,1,,,,1,,1,,,,,,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,7
1,1,3,1,3,1,5,2,2,4,2,3,2,1,2,1,1,1,2,1,1,2,1,1,2,2,1,2,1,,,1,1,,,,,,,,,,,,2,2,2,2,2,2,1,2,1,1,,1,,,,,,,,1,2,1,1,1,1,1,2,1,1,1,1,1,1,,,,1,,,,,,,1,,,2,2,2,2,1,2,2,2,2,,,,,1,1,,,,1,1,1,1,2,2,2,2,2,2,,1,,1,,,,,,,2,1,1,1,2,1,2,1,2,2,1,,,,1,,1,,,,,,1,5,,,2,,,,,,3,,2,1,1,1,3
1,1,5,1,1,1,2,3,2,1,3,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,,,,,,,,,,,1,1,1,1,2,1,1,2,1,1,,,1,,,,,,1,,2,2,1,1,2,2,1,2,1,2,2,1,2,,,1,,,,,,,,,1,,1,1,2,2,1,2,2,1,5,1,,,,,,,1,,1,2,2,1,2,1,2,2,2,2,1,,,1,,,,,,,2,1,2,1,2,1,1,1,2,2,1,,,,1,,1,,,,,,1,3,1,1,1,1,1,1,,1,1,1,1,1,1,1,2
2,1,2,1,3,1,5,3,2,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,,1,1,,,,,,,,,,,,,2,1,2,3,2,2,3,4,1,1,,,,,,,,,1,1,3,2,1,2,3,3,3,2,2,3,3,1,3,,,1,,,,,,,,,1,,1,1,1,3,1,2,2,2,3,,1,1,,,,,,,1,3,3,1,3,2,2,3,4,2,1,,,1,,,,,,,3,3,2,1,3,1,2,3,3,2,3,,,,1,,1,,,,,,1,2,1,1,1,1,1,1,3,1,1,1,2,2,2,1,3
1,1,3,1,3,1,6,1,1,1,3,3,3,2,4,2,1,1,2,1,2,2,1,1,2,4,1,4,1,,,,,,,,,1,1,,,,,,2,1,1,4,4,2,2,4,1,1,,1,,,,,,,,1,1,1,2,1,4,2,2,,2,,4,1,2,,1,,1,,,,,,,,,,2,2,2,2,1,2,2,2,2,,1,,,1,,,,,1,1,1,1,2,2,2,4,5,4,,1,1,,,,,,,,1,1,1,1,4,2,2,1,2,4,1,,,,1,,1,,,,,,1,2,3,1,3,1,1,1,1,1,1,1,1,3,3,1,7
1,1,2,2,3,1,2,5,2,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,3,,,1,1,,,,,,,,,,,,3,3,3,3,3,3,3,3,1,1,,,,,,,,,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,,,,1,,,,,,,,1,,1,1,1,1,1,2,2,1,2,1,,,,1,,,,,1,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,3,3,3,1,3,1,1,1,3,1,1,,,,1,,1,,,,,,1,5,,,,,,,,,,,,,,,1
2,1,3,1,3,1,4,2,1,2,2,3,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,,,1,1,,,,,,,,,,,,1,1,1,3,3,1,1,1,1,1,,,,,,1,,,1,,1,1,1,1,3,1,1,2,1,1,1,1,1,,,,,,1,,,,,1,,,1,1,1,1,1,1,1,1,1,1,,,,1,,,,,1,1,1,1,1,,1,1,3,1,,,1,,1,,,,,,3,3,2,1,3,2,1,3,2,1,3,,,1,,,1,,,,,,1,3,1,1,1,1,1,1,2,1,1,1,1,2,1,1,4
1,2,3,1,3,2,6,2,1,1,3,3,2,1,2,2,1,1,2,2,2,2,2,1,2,5,2,2,2,,,1,,,,,,,,,,1,,,1,1,2,3,3,1,1,1,1,,,,,,,,,,,,2,1,1,1,1,1,2,2,1,2,1,1,1,1,,,,,1,,,,,,,,1,1,1,2,1,2,2,2,2,1,,,,,1,,,,1,1,1,2,2,2,1,3,1,2,1,,,,,,,,1,,1,1,2,1,1,1,1,1,1,2,1,1,,,,,1,,,,,,1,6,3,1,2,1,1,2,1,1,1,1,1,,,,5
2,1,3,1,3,1,3,1,1,1,1,3,3,1,1,1,1,1,,1,2,1,1,1,1,1,1,1,1,,,,,1,,,,,,,,,,1,2,2,1,3,2,2,2,2,1,1,1,,,,,,,,1,,1,3,1,1,2,2,2,2,1,2,1,2,2,,,,1,,,,,1,,,,,1,1,2,2,1,2,2,1,2,1,,,,1,,,,,1,2,2,2,2,1,2,1,1,1,1,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,,,,,,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2
1,1,3,1,3,1,6,2,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,,,,,,1,,1,,,,,,,,1,1,1,1,2,1,1,2,1,1,,1,,,,,,,1,,1,1,1,1,2,2,1,1,1,2,1,1,2,,,1,,,,,,1,,,,,1,1,1,1,1,1,1,1,2,1,,,,,1,,,,1,1,1,1,1,2,1,2,2,2,,1,,,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,,,,,,1,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,9
2,1,2,1,3,1,3,2,1,1,2,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,,,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,,1,,1,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,,,1,,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,,,,,,2,1,2,2,1,3,3,2,2,1,1,1,1,3,3,3,1
1,1,3,2,3,1,3,1,1,2,3,2,3,1,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,,,,,1,,,,,1,,,,,,2,3,1,3,2,2,2,2,1,1,,,,,,,,,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,,,,1,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,,,,1,,,,,1,1,1,1,1,1,1,2,3,1,,1,,,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,,,,,,1,4,1,1,1,1,1,,4,,,,,1,1,1,4
2,1,4,2,6,1,3,5,1,4,3,3,3,1,2,1,1,1,2,2,2,1,1,1,2,1,1,1,1,,,1,1,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,2,,,,,1,,,,1,,2,2,1,1,2,2,2,3,2,2,2,1,2,,,,1,,,,,,,,1,,2,2,2,2,1,2,3,2,1,,,,1,1,,,,,2,2,2,2,2,1,3,2,2,1,,,,,,1,,,,1,2,2,2,1,2,2,2,2,2,2,2,,,,1,1,,,,,,,1,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1
1,1,4,1,3,1,6,1,1,2,3,2,3,1,2,1,1,1,2,1,2,1,3,1,3,2,2,2,2,,,,,1,,,,,1,,,,,,2,1,2,5,4,3,4,3,1,1,,1,,,,,,,1,,3,2,1,2,3,2,3,3,2,2,3,2,2,,,1,,,,,,,,,1,,1,1,1,1,1,2,2,1,1,1,1,,,,,,,,1,1,1,1,1,1,1,2,1,1,,1,,,,,,,1,,1,1,1,1,1,1,1,2,3,1,3,,,,1,1,,,,,,,2,1,2,1,1,1,3,1,1,1,1,1,1,2,2,1,3
2,1,2,2,8,1,2,2,1,4,1,3,3,1,1,1,1,1,1,5,1,1,1,1,2,5,2,1,2,,,,,,,,,1,,,,,1,,1,1,2,5,2,2,1,1,1,1,,1,,,,,1,,,,1,3,1,1,5,2,1,3,1,3,1,1,1,,,,1,,,,,1,,,,,2,1,5,4,1,4,3,2,1,,1,,,,,,1,,1,3,3,1,1,1,1,3,5,2,1,,,,,,1,,,,1,1,2,1,1,1,2,1,3,5,1,,,,1,1,,,,,,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
1,1,3,1,3,,5,4,2,2,,3,3,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,,1,1,,,,,,,,,,,,,3,2,2,3,2,3,1,2,2,2,,,,,1,,,,1,,3,2,2,3,3,3,2,3,3,2,3,2,3,,1,,,,,,,,1,,,,1,1,1,,1,1,2,3,1,1,,,,,1,,,,2,3,3,2,3,2,3,3,3,3,,,,1,,1,,,,,3,3,2,1,2,3,3,3,3,3,3,,,,1,1,,,,,,,1,2,2,,2,,,2,,,,,,2,,,
2,1,3,1,3,1,5,1,1,1,2,3,4,1,2,1,1,1,1,2,1,1,1,1,2,2,1,2,1,,,,,,,,,1,1,,,,,,2,1,2,1,2,2,1,2,1,1,1,,,,,,,,1,1,1,3,2,1,2,2,2,3,2,2,2,1,1,,,1,,,,,,,,,1,,2,3,3,3,2,3,2,2,2,,,,,,,1,1,,1,1,2,3,2,1,2,3,2,2,,1,,,,1,,,,,2,2,2,1,1,2,2,2,2,2,2,,,,1,1,,,,,,,1,3,2,1,1,2,1,1,1,1,1,1,1,2,1,2,4
2,1,3,2,7,1,5,,1,3,1,3,4,1,3,1,1,1,1,1,1,1,1,1,1,3,2,2,3,,,1,1,,,,,,,,,,,,2,2,2,3,4,3,1,3,2,2,,1,,,,,,,,,1,1,1,1,3,3,2,3,2,1,2,2,3,,1,,,,,,,,,,,,2,2,3,2,2,2,2,2,1,,,,,,,,,1,2,3,2,2,2,2,3,2,2,2,1,,,,,1,,,,,3,3,3,1,2,2,2,1,2,2,2,,,,1,1,,,,,,,2,1,3,,,2,1,1,1,2,2,1,2,3,1,3,4
1,1,3,2,3,1,2,1,1,1,3,3,3,1,2,2,1,1,3,1,2,1,1,1,1,3,2,2,2,,,1,1,,,,,,,,,,,,1,1,3,2,2,2,2,3,2,1,,,,,,,,,1,1,2,1,1,1,2,2,3,3,1,2,1,1,2,,,,1,,,,,,,,1,,2,2,1,1,1,2,2,2,2,,,,,1,,,,1,2,1,2,1,1,1,1,2,2,2,,,,1,1,,,,,,2,1,2,1,2,2,2,2,2,2,3,,,,1,1,,,,,,,1,8,2,,,,,1,,1,1,1,1,2,,,6
1,1,3,1,3,1,5,2,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,1,,,1,1,,,,,,,,,,,,1,2,3,3,2,2,1,1,1,1,,,,,,1,,,1,,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,1,1,1,1,1,1,1,1,2,2,,,,1,1,,,,,,2,1,2,1,1,1,1,1,1,2,1,,,,1,1,,,,,,,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,5
1,1,3,1,3,1,4,2,1,1,3,3,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,,,,1,,,,,,,,1,,,,3,3,2,3,2,2,1,1,2,1,,,,,,,1,,,1,2,2,1,1,2,2,2,1,1,2,2,1,2,,,1,,,,,,,,,1,,1,1,1,1,1,2,2,2,1,,,,1,,,,,1,2,2,1,2,2,2,2,2,3,2,,,1,,1,,,,,,2,3,1,1,2,2,2,2,2,2,2,,,,1,1,,,,,,,1,3,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2
1,1,3,1,3,1,3,3,1,1,2,3,3,1,2,1,2,2,2,1,2,1,1,1,1,2,1,1,1,,,,,,,,,,,,,1,,1,1,3,2,3,3,1,1,3,2,1,,,,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,,,1,1,,,,,,,,,,1,1,2,2,1,1,1,1,3,,,,,,,1,1,,1,1,1,1,1,1,1,2,3,1,,,1,,1,,,,,,2,1,1,1,1,2,1,1,2,1,2,,,,1,1,,,,,,,1,5,1,1,1,1,1,1,3,1,1,1,1,1,1,1,5
1,1,3,1,3,,5,2,2,1,2,3,2,1,1,2,1,1,1,1,1,2,2,2,2,3,1,2,1,,,,,,,,,,1,,,1,,,1,1,1,2,3,1,1,2,1,1,,,,,,1,,,1,,2,1,1,1,2,1,2,3,1,1,1,1,2,,,,1,,1,,,,,,,,1,1,1,1,1,1,1,1,1,,1,,,1,,,,,2,1,1,1,1,2,2,2,2,3,,,1,,1,,,,,,2,2,1,1,2,2,1,1,2,1,2,,,,1,1,,,,,,,1,4,1,1,1,1,1,1,1,1,1,1,3,1,1,1,8
1,1,3,2,3,1,5,2,2,1,3,3,3,2,2,1,1,1,2,2,1,2,1,1,2,3,1,2,1,,1,1,,,,,,,,,,,,,2,2,2,3,4,3,2,3,1,1,,,,,,,,,1,1,3,2,1,1,3,3,1,3,2,2,1,1,3,,,,1,,,,,,,,1,,1,2,1,2,2,2,2,3,1,1,,,,,,,,1,2,2,2,2,2,2,2,3,3,2,,1,,,1,,,,,,2,2,2,1,2,2,1,2,3,2,3,,,,1,1,,,,,,,1,5,2,1,1,1,1,1,1,1,1,1,1,2,1,1,6
1,2,3,2,3,1,4,2,1,1,2,3,3,1,2,3,2,2,2,2,2,1,1,1,2,2,1,2,1,,,,,,,,1,,,,,,,1,2,3,3,3,3,2,2,3,2,2,,,,,,,,,1,1,1,1,1,2,2,2,1,2,2,3,2,2,1,1,,,,,,1,,,,,,,1,1,2,2,1,2,2,2,1,,1,,,,,,,1,1,1,2,1,2,1,1,3,2,2,1,,,,1,,,,,,1,1,1,1,2,1,1,1,2,2,1,,,,1,1,,,,,,,1,4,2,1,1,1,1,1,2,1,1,1,1,4,1,1,5
2,1,3,1,3,1,5,2,2,2,2,3,2,3,2,1,1,1,2,4,2,4,1,1,2,5,2,3,2,,,1,,,,,,,1,,,,,,1,1,3,3,2,1,1,2,1,1,,,,,,1,1,,,,1,2,1,1,1,1,2,2,1,2,2,,3,,,,1,1,,,,,,,,,2,1,2,2,2,2,3,2,1,,1,,,,,,,1,1,2,1,1,2,2,2,2,2,2,,,1,1,,,,,,,2,2,3,1,1,2,2,2,2,1,2,,,,1,1,,,,,,,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,6
1,1,3,1,3,1,5,2,1,1,3,3,3,1,2,2,1,1,1,1,2,2,1,1,2,2,2,,2,,,1,1,,,,,,,,,,,,1,1,2,2,3,2,2,3,1,1,1,1,,,,,,,,,2,2,2,1,2,2,2,2,2,2,2,1,,,,1,1,,,,,,,,,,1,1,1,1,1,2,2,2,,1,,,,1,,,,,1,1,1,1,2,2,2,2,2,2,,,1,1,,,,,,,2,1,2,1,2,2,2,1,1,2,1,,,,1,1,,,,,,,1,3,,,,,,,,,,,,4,,,3
1,1,5,2,6,1,5,1,1,1,3,2,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,,,,,,,,,,,1,1,1,3,4,2,1,2,1,1,,,1,,,,,,,1,1,2,1,1,3,2,2,1,1,2,2,1,2,,,,,,,,1,1,,,,,2,2,2,2,2,2,2,2,2,1,1,,,,,,,,1,1,1,1,1,1,1,1,2,2,,1,,1,,,,,,,2,2,2,1,1,1,1,2,2,2,5,,,,1,1,,,,,,,1,4,3,,,,,,3,,,,,1,,,4
2,1,2,1,1,1,5,1,1,1,3,2,3,1,3,2,2,2,2,2,2,1,3,2,4,2,2,2,2,,,,1,,,,,,,,,1,,,2,2,2,2,2,4,1,2,2,2,,,1,,,,1,,,,2,4,2,2,3,3,2,4,2,2,2,2,1,,,,1,,,,,1,,,,,2,2,2,2,2,2,2,2,2,,1,,,,,,1,,2,2,2,2,2,1,2,2,2,1,1,,,1,,,,,,,2,3,2,2,2,3,2,1,2,3,2,,,,1,1,,,,,,,1,2,1,1,2,1,3,1,2,3,1,2,1,2,1,2,2
2,1,4,2,3,1,5,1,1,1,1,3,3,1,4,1,1,1,4,5,1,1,1,1,2,3,2,3,2,,,,,,,,,,1,,,1,,,1,1,3,5,3,2,1,2,1,1,,,,,,,,,1,1,1,1,1,1,1,1,1,5,1,1,1,1,2,,,,1,,,,,,,1,,,2,3,2,2,1,1,1,1,1,,,,1,,1,,,,2,2,1,2,2,1,,3,3,2,1,,,1,,,,,,,4,2,2,1,1,2,1,1,2,2,1,,,,1,1,,,,,,,2,,4,,,,2,1,1,1,1,2,1,4,1,2,4
1,1,3,1,3,1,4,5,2,1,3,3,3,1,2,1,1,1,2,1,1,1,1,1,1,3,1,1,1,,,,,,,,,,1,,,,,1,1,1,1,3,2,1,1,1,1,1,,,,,,,,,1,1,1,2,1,1,2,2,2,2,1,2,1,1,2,,,,1,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,,,1,,,,,,2,2,1,2,2,2,2,2,5,2,,1,1,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,,,,,,,1,3,3,1,3,1,1,1,1,1,1,1,1,,,,4
